item,VAT,hierarchy1,hierarchy2,description,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Internal EAN 1,Internal EAN 2,Internal EAN 3,Internal EAN 4,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID ,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type
904647,A,4,4002,SNAPPLE APPLE,12x473ML,2,2,,,,,,,,,19.19,,,,,,,,,,,,,,,2.69,28.66,PLAIN,SINGLE
904648,A,4,4002,SNAPPLE KIWI & STRAWBERRY,12x473ML,3,3,,,,,,,,,19.19,,,,,,,,,,,,,,,2.69,28.66,PLAIN,SINGLE
904649,A,4,4002,SNAPPLE MANGO,12x473ML,3,3,,,,,,,,,19.19,,,,,,,,,,,,,,,2.69,28.66,PLAIN,SINGLE
904650,A,4,4002,RUBICON GRAPE FRUIT AND BLOOD ORANGE PMP£1.19,12x500ML,3,3,,,,,,,,,7.39,,,,,,,,,,,,,,,1.19,37.9,PMP,SINGLE
904716,A,4,4001,BARR CHERRYADE 6PK PMP£2.50,4x330ML,3,3,,,,,,,,,6.49,,,,,,,,,,,,,,,2.5,22.12,PMP,SINGLE
904806,A,4,4001,BARR DIET LEMONADE PMP£1.19,6x2LTR,4,4,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
905534,A,4,4001,BARR DIET COLA PMP £1.19,6x2L,3,3,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
905536,A,4,4001,TIZER PMP £1.19,6x2L,2,2,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
905559,A,4,4002,KA STILL FRUIT PUNCH PMP £1.39,12x1LTR,1,1,,,,,,,,,10.69,,,,,,,,,,,,,,,1.39,23.09,PMP,SINGLE
905560,A,4,4002,SUN EXOTIC PINEAPPLE & COCONUT STILL PMP £0.79,27x288ML,1,1,,,,,,,,,9.69,,,,,,,,,,,,,,,0.79,45.49,PMP,SINGLE
905561,A,4,4002,KA STILL BLACK GRAPE PMP £1.39,12x1LTR,2,2,,,,,,,,,10.69,,,,,,,,,,,,,,,1.39,23.09,PMP,SINGLE
905577,A,4,4002,RUBICON STILL MANGO PMP £0.89,27x288ML,2,2,,,,,,,,,11.99,,,,,,,,,,,,,,,0.89,40.12,PMP,SINGLE
905611,A,4,4001,KA SPARKLING STRAWBERRY PMP £0.69,24x330ML,4,4,,,,,,,,,8.79,,,,,,,,,,,,,,,0.69,36.3,PMP,SINGLE
905679,A,4,4001,BOOST ENERGY SOUR PUNCH PMP £1.00,12x500ML,3,3,,,,,,,,,5.99,,,,,,,,,,,,,,,1,40.1,PMP,SINGLE
22029,A,4,4001,RIO TROPICAL PMP£1.25,12x500ML,1,1,,,,,,,,,9.19,,,,,,,,,,,,,,,1.25,26.48,PMP,SINGLE
86270,A,4,4003,BOOST ENERGY DRINK PMP£1.59,12x1LTR,9,9,,,,,,,,,8.99,,,,,,,,,,,,,,,1.59,43.46,PMP,SINGLE
86271,A,4,4003,BOOST ENERGY DRINK S/FREE PM£1.59,12xLTR,3,3,,,,,,,,,9.49,,,,,,,,,,,,,,,1.59,40.31,PMP,SINGLE
85620,A,4,4003,BOOST ENERGY CHERRY CAN PMP£0.75,24x250ML,25,25,,,,,,,,,7.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,7.39,,,,,,0.75,46.73,PMP,SINGLE
85623,A,4,4003,BOOST ENERGY DRINK CAN SUGAR FREE PMP£0.75,24x250ML,15,15,,,,,,,,,8.19,,,,,,,,,,,,,,,0.75,45.4,PMP,SINGLE
85624,A,4,4003,BOOST ENERGY LEMON &LIME PMP£0.75,24x250ML,23,23,,,,,,,,,7.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,7.39,,,,,,0.75,46.73,PMP,SINGLE
86235,A,4,4003,BOOST ENERGY CAN MANGO PMP£0.75,24x250ML,17,17,,,,,,,,,7.99,,,,,,,,,,,,,,,0.75,46.73,PMP,SINGLE
86236,A,4,4003,BOOST ENERGY DRINK CAN ORIGINAL PMP£0.75,24x250ML,167,167,,,,,,,,,7.59,,,,,,,,,,,,,,,0.75,49.4,PMP,SINGLE
86594,A,4,4003,BOOST ENERGY CAN RED BERRY PMP£0.75,24x250ML,16,16,,,,,,,,,7.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,7.39,,,,,,0.75,46.73,PMP,SINGLE
121369,A,4,4001,BARR CREAM SODA PMP £2.50(6 pack),4x330ML,2,2,,,,,,,,,6.49,,,,,,,,,,,,,,,2.5,22.12,PMP,SINGLE
25117,A,4,4001,BARR CHERRYADE PMP£1.19,6x2LTR,7,7,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25124,A,4,4001,BARR LEMONADE PMP£1.19,6x2LTR,11,11,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25135,A,4,4001,BARR COLA PMP£1.19,6x2LTR,4,4,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25145,A,4,4001,BARR LIMEADE PMP£1.19,6x2LTR,7,7,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25146,A,4,4001,BARRS BUBBLEGUM PMP£1.19,6x2LTR,6,6,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25159,A,4,4001,BARR AMERICAN CREAM SODA PET PMP£1.19,6x2LTR,8,8,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25189,A,4,4001,BARR ORANGEADE PM£1.19,6x2LTR,4,4,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
25336,A,4,4001,BARR RASPBERRYADE PMP£1.19,6x2LTR,5,5,,,,,,,,,4.39,,,,,,,,,,,,,,,1.19,26.22,PMP,SINGLE
150700,A,4,4001,TIZER PMP£1.00 PET,12x500ML,2,2,,,,,,,,,7.39,,,,,,,,,,,,,,,1,26.1,PMP,SINGLE
158189,A,4,4002,KA STILL PINEAPPLE PMP£0.69,27x288ML,10,10,,,,,,,,,8.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,8.39,,,,,,0.69,42.09,PMP,SINGLE
25119,A,4,4002,KA STILL PINEAPPLE PMP£1.19,12x1LTR,2,2,,,,,,,,,8.59,,,,,,,,,,,,,,,1.19,27.82,PMP,SINGLE
40787,Z,4,4008,BOOST COFFEE MOCHA PMP£1.19,12x250ML,7,7,,,,,,,,,8.49,,,,,,,,,,,,,,,1.19,40.55,PMP,SINGLE
46326,Z,4,4008,BOOST COFFEE LATTE PMP£1.19,12x250ML,6,6,,,,,,,,,8.49,,,,,,,,,,,,,,,1.19,40.55,PMP,SINGLE
159168,A,4,4001,KA SPARKLING PINEAPPLE PMP£1.00,12x500ML,9,9,,,,,,,,,7.19,,,,,,,,,,,,,,,1,28.1,PMP,SINGLE
159388,A,4,4001,KA SPARKLING FRUIT PUNCH PMP£1.00,12x500ML,19,19,,,,,,,,,7.19,,,,,,,,,,,,,,,1,28.1,PMP,SINGLE
159606,A,4,4001,KA SPARKLING KARIBBEAN KOLA PMP£1.79,6x2LTR,20,20,,,,,,,,,7.19,,,,,,,,,,,,,,,1.79,19.66,PMP,SINGLE
159616,A,4,4001,KA SPARKLING STRAWBERRY PMP£1.79,6x2LTR,10,10,,,,,,,,,7.19,,,,,,,,,,,,,,,1.79,19.66,PMP,SINGLE
159633,A,4,4001,KA SPARKLING BLACK GRAPE PMP£1.00,12x500ML,9,9,,,,,,,,,7.19,,,,,,,,,,,,,,,1,28.1,PMP,SINGLE
159636,A,4,4001,KA SPARKLING KOLA PMP£1.00,12x500ML,34,34,,,,,,,,,7.19,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,5.59,,,,,,1,28.1,PMP,SINGLE
158365,A,4,4002,***KA STILL BLACK GRAPE PMP£1.19,12x1LTR,3,3,,,,,,,,,8.59,,,,,,,,,,,,,,,1.19,27.82,PMP,SINGLE
158367,A,4,4002,KA STILL STRAWBERRY PMP£1.19,12x1LTR,15,15,,,,,,,,,8.59,,,,,,,,,,,,,,,1.19,27.82,PMP,SINGLE
148854,A,4,4001,KA SPARKLING FRUIT PUNCH PMP£1.79,6x2LTR,10,10,,,,,,,,,7.19,,,,,,,,,,,,,,,1.79,19.66,PMP,SINGLE
148857,A,4,4001,KA SPARKLING BLACK GRAPE PMP£1.79,6x2LTR,11,11,,,,,,,,,7.19,,,,,,,,,,,,,,,1.79,19.66,PMP,SINGLE
170087,A,4,4003,IRN BRU ORIGINAL PMP£1.19 BOTTLE,12x500ML,11,11,,,,,,,,,8.19,,,,,,,,,,,,,,,1.19,31.18,PMP,SINGLE
113189,A,4,4003,IRN BRU PMP£1.69,6x2LTR,3,3,,,,,,,,,6.59,,,,,,,,,,,,,,,1.69,22.01,PMP,SINGLE
123150,A,4,4003,IRN BRU XTRA PMP£1.69,6x2LTR,1,1,,,,,,,,,6.89,,,,,,,,,,,,,,,1.69,18.46,PMP,SINGLE
87769,A,4,4001,RUBICON LYCHEE SPARKLING PMP£0.79,24x330ML,1,1,,,,,,,,,10.69,,,,,,,,,,,,,,,0.79,32.34,PMP,SINGLE
91598,A,4,4001,RUBICON MANGO SPARKLING CAN PMP£0.79,24x330ML,20,20,,,,,,,,,11.19,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,8.09,,,,,,0.79,29.18,PMP,SINGLE
91750,A,4,4001,RUBICON PASSION SPARKLING CAN PMP£0.79,24x330ML,13,13,,,,,,,,,9.99,,,,,,,,,,,,,,,0.79,36.77,PMP,SINGLE
11356,A,4,4001,RUBICON RAW ENERGY ORANGE MANGO PMP£1.19,12x500ML,6,6,,,,,,,,,6.99,,,,,,,,,,,,,,,1.19,41.26,PMP,SINGLE
72124,A,4,4001,RUBICON SPARKLING GUAVA PMP £1.19,12x500ML,11,11,,,,,,,,,7.69,,,,,,,,,,,,,,,1.19,35.38,PMP,SINGLE
72456,A,4,4001,RUBICON GUAVA SPARKLING PMP£0.79,24x330ML,3,3,,,,,,,,,9.99,,,,,,,,,,,,,,,0.79,36.77,PMP,SINGLE
78665,A,4,4002,RUBICON SPRING ORANGE&MANGO PMP£1.19,12x500ML,11,11,,,,,,,,,7.29,,,,,,,,,,,,,,,1.19,38.74,PMP,SINGLE
110204,A,4,4002,RUBICON STILL PASSION FRUIT PMP£1.79,12x1LTR,4,4,,,,,,,,,13.69,,,,,,,,,,,,,,,1.79,23.52,PMP,SINGLE
110206,A,4,4001,RUBICON SPARKLING PASSION PMP£1.79,6x2LTR,6,6,,,,,,,,,7.69,,,,,,,,,,,,,,,1.79,14.08,PMP,SINGLE
55735,A,4,4002,SUN EXOTIC PINEAPPLE&COCONUT PMP£0.69,24x330ML,10,10,,,,,,,,,7.69,,,,,,,,,,,,,,,0.69,44.28,PMP,SINGLE
55736,A,4,4002,SUN EXOTIC TROPICAL CAN PMP£0.69,24x330ML,14,14,,,,,,,,,7.69,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,7.29,,,,,,0.69,44.28,PMP,SINGLE
87513,A,4,4002,SUN EXOTIC TROPICAL PMP£0.69,27x288ML,8,8,,,,,,,,,8.49,,,,,,,,,,,,,,,0.69,45.31,PMP,SINGLE
112518,A,3,3004,BACARDI RASPBERRY RUM,1x70 CL,6,1,,,,,,,,,11.89,6,70.49,,,,,,,,,,,,,18.99,24.87,PLAIN,VARIENT
17587,A,3,3004,BACARDI OAKHEART SPICED RUM,1x70CL,6,1,,,,,,,,,14.29,6,85.49,,,,,,,,,,,,,21.99,22.02,PLAIN,VARIENT
111165,A,3,3004,BACARDI COCONUT RUM,1x70CL,1,0,,,,,,,,,11.69,6,69.99,,,,,,,,,,,,,17.99,22.02,PLAIN,VARIENT
903687,A,3,3004,BACARDI RUM SPICED PM £16.49,1x70CL,10,1,,,,,,,,,11.49,6,68.49,,,,,,,,,,,,,16.49,16.39,PMP,VARIENT
903709,A,1,1005,BACARDI AND COCA COLA,12x250ML,3,3,,,,,,,,,16.79,,,,,,,,,,,,,,,2.49,32.57,PLAIN,SINGLE
904546,A,1,1005,BREEZER LIME 3.4%,12x275ML,2,2,,,,,,,,,12.29,,,,,,,,,,,,,,,1.79,31.34,PLAIN,SINGLE
904587,A,1,1005,BACRADI SUNSET ORANGE 4.7% 250ML,12x250ML,1,1,,,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE
904588,A,1,1005,BACARDI LIMON & LEMONADE 5% 250ML,12x250ML,2,2,,,,,,,,,13.69,,,,,,,,,,,,,,,1.99,31.21,PLAIN,SINGLE
83480,A,3,3001,BOSFORD PREMIER PINK GIN ROSE,1x70 CL,30,5,,,,,,,,,11.79,6,70.49,,,,,,,,,,,,,17.99,21.36,PLAIN,VARIENT
87000,A,3,3003,GREY GOOSE VODKA LE ORANGE,1x70CL,6,1,,,,,,,,,28.79,6,172.49,,,,,,,,,,,,,40.99,15.72,PLAIN,VARIENT
87001,A,3,3003,GREY GOOSE VODKA LA VANILLE,1x70CL,22,3,,,,,,,,,28.79,6,172.49,,,,,,,,,,,,,40.99,15.72,PLAIN,VARIENT
87002,A,3,3003,GREY GOOSE VODKA LE CITRON,1x70CL,5,0,,,,,,,,,28.79,6,172.49,,,,,,,,,,,,,40.99,15.72,PLAIN,VARIENT
87128,A,3,3003,GREY GOOSE VODKA LA POIRE(PEAR),1x70CL,24,4,,,,,,,,,28.79,6,172.49,,,,,,,,,,,,,40.99,15.72,PLAIN,VARIENT
87864,A,3,3003,GREY GOOSE VODKA,1x70CL,156,26,,,,,,,,,25.49,6,152.89,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,,,143.99,,,,39.99,23.51,PLAIN,VARIENT
110811,A,1,1005,BACARDI MOJITA CAN,12x250ML,1,1,,,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE
110812,A,1,1005,BACARDI MANGO MOJITA CAN,12x250ML,1,1,,,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE
110813,A,1,1005,BACARDI RASPBERRY MOJITA CAN,12x250ML,2,2,,,,,,,,,13.99,,,,,,,,,,,,,,,1.99,29.7,PLAIN,SINGLE
11325,A,3,3003,FINLANDIA VODKA MANGO,1x70CL,108,9,,,,,,,,,13.99,12,167.69,,,,,,,,,,,,,18.99,11.6,PLAIN,VARIENT
902235,A,3,3002,JACK DANIELS PMP £23.49,1x70CL,8,1,,,,,,,,,15.59,6,93.49,,,,,,,,,,,,,23.49,20.36,PMP,VARIENT
902925,A,1,1005,JACK DANIELS & COLA CAN PMP£2.39,12x330ML,19,19,,,,,,,,,15.29,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,14.99,,,,,,2.39,36.03,PMP,SINGLE
184603,A,3,3002,JACK DANIELS MINATURE,10x5CL,102,8,,,,,,,,,17.19,12,205.99,,,,,,,,,,,,,2.49,17.16,PLAIN,VARIENT
184606,A,3,3002,JACK DANIELS,12x10CL,14,3,,,,,,,,,40.79,4,162.99,,,,,,,,,,,,,4.99,18.26,PLAIN,VARIENT
184608,A,3,3002,JACK DANIELS APPLE MINATURE,10x5CL,10,0,,,,,,,,,18.19,12,217.99,,,,,,,,,,,,,2.49,12.34,PLAIN,VARIENT
51180,A,3,3002,JACK DANIELS PMP £7.99,1x20CL,24,1,,,,,,,,,5.19,6,30.99,24,123.49,,,,,,,,,,,7.99,22.05,PMP,VARIENT
59164,A,3,3002,JACK DANIELS PMP £13.99,1x35CL,2,0,,,,,,,,,8.69,6,51.99,,,,,,,,,,,,,13.99,25.46,PMP,VARIENT
59165,A,3,3002,JACK DANIELS HONEY PMP £13.99,1x35CL,30,5,,,,,,,,,9.19,6,54.99,,,,,,,,,,,,,13.99,21.17,PMP,VARIENT
59166,A,3,3002,JACK DANIELS FIRE PMP £13.99,1x35CL,19,3,,,,,,,,,9.29,6,54.99,,,,,,,,,,,,,13.99,20.31,PMP,VARIENT
59167,A,3,3002,JACK DANIELS APPLE PM £12.99,1x35CL,72,12,,,,,,,,,8.99,6,52.99,,,,,,,,,,,,,12.99,16.95,PMP,VARIENT
25973,A,3,3002,JACK DANIELS WHISKY,1x70CL,4,0,,,,,,,,,18.99,6,113.79,,,,,,,,,,,,,32.99,30.92,PLAIN,VARIENT
25974,A,3,3002,JACK DANIELS GENTLEMAN JACK,1x70CL,34,5,,,,,,,,,27.49,6,164.49,,,,,,,,,,,,,39.99,17.51,PLAIN,VARIENT
125975,A,3,3002,JACK DANIELS HONEY PMP £23.49,1x70CL,11,1,,,,,,,,,16.19,6,95.99,,,,,,,,,,,,,23.49,17.29,PMP,VARIENT
193752,A,3,3002,JACK DANIELS,1x1.5LTR,2,0,,,,,,,,,37.79,6,224.99,,,,,,,,,,,,,58.99,23.13,PLAIN,VARIENT
193753,A,3,3002,JACK DANIELS 6X1LTR,1xLTR,11,1,,,,,,,,,22.49,6,134.79,,,,,,,,,,,,,37.99,28.96,PLAIN,VARIENT
86455,A,1,1005,JACK DANIELS HONEY & LEMONADE PM£1.80,12x250ml,4,4,,,,,,,,,15.99,,,,,,,,,,,,,,,1.8,11.17,PMP,SINGLE
11320,A,3,3003,FINLANDIA VODKA,1x70CL,23,3,,,,,,,,,13.79,6,82.69,,,,,,,,,,,,,19.99,17.22,PLAIN,VARIENT
11321,A,3,3003,FINLANDIA VODKA LIME,1x70CL,34,5,,,,,,,,,13.99,6,83.89,,,,,,,,,,,,,18.99,11.6,PLAIN,VARIENT
11322,A,3,3003,FINLANDIA VODKA CRANBERRY,1x70CL,36,6,,,,,,,,,13.99,6,83.89,,,,,,,,,,,,,18.99,11.6,PLAIN,VARIENT
11327,A,3,3006,CHAMBORD BLACK RASPBERRY LIQUER,1x70CL,14,2,,,,,,,,,18.99,6,110.89,,,,,,,,,,,,,26.99,15.57,PLAIN,VARIENT
11360,A,3,3003,FINLANDIA VODKA REDBERRY,1x70CL,24,4,,,,,,,,,13.99,6,83.89,,,,,,,,,,,,,18.99,11.6,PLAIN,VARIENT
900906,A,3,3002,JACK DANIELS FIRE PMP £23.49,1x70CL,8,1,,,,,,,,,16.29,6,97.49,,,,,,,,,,,,,23.49,16.78,PMP,VARIENT
903193,A,3,3006,FIREBALL CINNMON & WHISKY LIQUEUR,10x5CL,10,0,,,,,,,,,12.59,10,124.99,,,,,,,,,,,,,1.99,24.08,PLAIN,VARIENT
903524,A,2,2002,CONO SUR PINOT NOIR,6x75CL,3,3,,,,,,,,,30.49,,,,,,,,,,,,,,,7.75,21.32,PLAIN,SINGLE
903525,A,2,2002,DUBONNET RED VERMOUTH,6x75CL,2,2,,,,,,,,,49.29,,,,,,,,,,,,,,,12.99,24.11,PLAIN,SINGLE
903526,A,1,1003,MURPHYS DRAUGHT IRISH STOUT 4PK CANS,6x440ML,2,2,,,,,,,,,22.99,,,,,,,,,,,,,,,7,34.31,PLAIN,SINGLE
903528,A,1,1005,DEAD MAN'S FINGERS MARGARITA CAN,12x330ML,1,1,,,,,,,,,15.99,,,,,,,,,,,,,,,2.25,28.93,PLAIN,SINGLE
903534,A,1,1005,DEAD MAN'S FINGERS PASSIONFRUIT & LEMONADE RTD CAN,12x330ML,3,3,,,,,,,,,15.79,,,,,,,,,,,,,,,2.25,29.82,PLAIN,SINGLE
903539,A,1,1005,DEAD MANS FINGERS SPICED RUM WITH COLA,12x330ML,2,2,,,,,,,,,15.79,,,,,,,,,,,,,,,2.25,29.82,PLAIN,SINGLE
903588,A,1,1003,CARLING LAGER 6X4X440ML PM £5.49,6x440ML,1,1,,,,,,,,,17.99,,,,,,,,,,,,,,,5.49,34.46,PMP,SINGLE
903589,A,2,2001,KWV CABERNET SAUVIGNON 6X75CL,6x75CL,3,3,,,,,,,,,34.29,,,,,,,,,,,,,,,9,23.8,PLAIN,SINGLE
903590,A,1,1003,LEFFE BLONDE,24x330ML,2,2,,,,,,,,,27.29,,,,,,,,,,,,,,,2.99,54.36,PLAIN,SINGLE
903592,A,2,2002,KWV PINOTAGE,6x75CL,2,2,,,,,,,,,34.29,,,,,,,,,,,,,,,9,23.8,PLAIN,SINGLE
903593,A,1,1003,PERLA EXPORT PILS,24x500ML,3,3,,,,,,,,,30.49,,,,,,,,,,,,,,,1.99,23.39,PLAIN,SINGLE
903594,A,2,2002,KWV MERLOT,6x75CL,2,2,,,,,,,,,34.29,,,,,,,,,,,,,,,9,23.8,PLAIN,SINGLE
903595,A,2,2002,EL COMPANERO MALBEC,6x75CL,6,6,,,,,,,,,32.99,,,,,,,,,,,,,,,10,34.02,PLAIN,SINGLE
903596,A,2,2002,KWV SHIRAZ,6x75CL,2,2,,,,,,,,,34.29,,,,,,,,,,,,,,,9,23.8,PLAIN,SINGLE
903597,A,2,2004,BAREFOOT BUBBLY PINK MOSCATO SPARKLING,6x75CL,3,3,,,,,,,,,35.49,,,,,,,,,,,,,,,8.69,18.32,PLAIN,SINGLE
903598,A,2,2002,CONO SUR BICICLETA MERLOT,6x75CL,2,2,,,,,,,,,30.49,,,,,,,,,,,,,,,7.75,21.32,PLAIN,SINGLE
903603,A,2,2001,KWV SAUVIGNON BLANC,6x75CL,2,2,,,,,,,,,34.29,,,,,,,,,,,,,,,9,23.8,PLAIN,SINGLE
903637,A,3,3003,SMIRNOFF MANGO & PASSIONFRUIT PM £17.99 35%,1x70CL,11,1,,,,,,,,,13.49,6,80.89,,,,,,,,,,,,,17.99,10.02,PMP,VARIENT
903638,A,2,2002,ISLA NEGRA CABERNET SAUVIGNON PM £5.99,6x75CL,4,4,,,,,,,,,25.29,,,,,,,,,,,,,,,5.99,15.56,PMP,SINGLE
903715,A,3,3003,SMIRNOFF MIAMI PEACH 35%,1x70CL,34,5,,,,,,,,,13.19,6,78.99,,,,,,,,,,,,,21.99,28.02,PLAIN,VARIENT
903751,A,15,15005,SATCO CONTAINERS & LIDS 500ML,1x250S,3,3,,,,,,,,,30.99,,,,,,,,,,,,,,,48.39,23.15,PLAIN,SINGLE
903752,A,15,15005,SATCO CONTAINERS & LIDS 650ML,1x250S,3,3,,,,,,,,,32.59,,,,,,,,,,,,,,,50.84,23.08,PLAIN,SINGLE
903783,A,2,2002,CUNE RESERVA,6x75CL,2,2,,,,,,,,,62.99,,,,,,,,,,,,,,,15.99,21.21,PLAIN,SINGLE
903784,A,2,2002,FAUSTINO RIVERO ULECIA TEMPRANILLO PM £7.99,6x75CL,1,1,,,,,,,,,31.29,,,,,,,,,,,,,,,7.99,21.68,PMP,SINGLE
903788,A,2,2002,CUNE CRIANZA,6x75CL,2,2,,,,,,,,,40.99,,,,,,,,,,,,,,,10.99,25.4,PLAIN,SINGLE
903790,A,2,2002,INTEGRO NEGROAMARO ORGANIC WINE,6x75CL,3,3,,,,,,,,,47.99,,,,,,,,,,,,,,,12.99,26.11,PLAIN,SINGLE
903791,A,2,2002,INTEGRO PRIMITIVO ORGANIC WINE,6x75CL,1,1,,,,,,,,,43.49,,,,,,,,,,,,,,,11.99,27.46,PLAIN,SINGLE
903975,A,1,1005,ABSOLUT VODKA & SPRITE PM £2.29,12x25CL,9,9,,,,,,,,,14.49,,,,,,,,,,,,,,,2.29,36.72,PMP,SINGLE
903976,A,1,1005,MALIBU PINA COLADA CAN PM £2.19,12x250ML,9,9,,,,,,,,,14.79,,,,,,,,,,,,,,,2.29,35.41,PMP,SINGLE
903977,A,1,1005,MALIBU RUM &COLA CAN PM£2.19,12x250ML,4,4,,,,,,,,,13.99,,,,,,,,,,,,,,,2.29,38.91,PMP,SINGLE
903979,A,1,1005,RED STRIPE LAGER,12x660ML,1,1,,,,,,,,,23.49,,,,,,,,,,,,,,,2.99,21.44,PLAIN,SINGLE
903980,A,1,1005,HEINEKEN ZERO CANS 4 PACK,6x440ML,1,1,,,,,,,,,23.59,,,,,,,,,,,,,,,5.99,21.24,PLAIN,SINGLE
903981,A,1,1005,SMIRNOFF MIAMI PEACH & LEMONADE 5%,12x250ML,3,3,,,,,,,,,14.49,,,,,,,,,,,,,,,2.19,33.84,PLAIN,SINGLE
903982,A,1,1005,CIROC COLADA 5%,12x250ML,7,7,,,,,,,,,16.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,16.49,,,,,,2.49,31.77,PLAIN,SINGLE
904002,A,3,3005,JAGERMEISTER PMP £12.69,1x35CL,45,7,,,,,,,,,8.39,6,50.29,,,,,,,,,,,,,12.69,20.66,PMP,VARIENT
904003,A,3,3005,JULES CLAIRON NAPOLEAN BRANDY PM£11.29,1x35CL,37,3,,,,,,,,,7.29,6,42.99,12,85.89,,,,,,,,,,,11.29,22.52,PMP,VARIENT
904005,A,1,1005,BUZZBALL COCKTAIL PORN STAR MARTINI,12x200ML,33,33,,,,,,,,,29.49,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,26.99,,,,,,3.99,26.09,PLAIN,SINGLE
904057,A,1,1003,BUDWEISER BUDVAR CRECH LAGER BOTTLES,20x500ML,1,1,,,,,,,,,28.49,,,,,,,,,,,,,,,2.29,25.35,PLAIN,SINGLE
904073,A,1,1005,ARCHERS PEACH ON THE BEACH 5.4%,12x250ML,2,2,,,,,,,,,14.29,,,,,,,,,,,,,,,2.19,34.75,PLAIN,SINGLE
904256,A,1,1003,SAN MIGUEL LAGER 12X620ML,12x620ML,1,1,,,,,,,,,24.29,,,,,,,,,,,,,,,3.19,23.86,PLAIN,SINGLE
904257,A,3,3006,VERONI AMARTTO PM£6.99,1x50CL,9,1,,,,,,,,,4.99,6,28.99,,,,,,,,,,,,,6.99,14.33,PMP,VARIENT
904258,A,1,1003,BUDWEISER PINT CAN 4PACK PM£6.99,6x568ML,49,49,,,,,,,,,25.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,23.99,,,,,,6.99,25.64,PMP,SINGLE
904276,A,2,2002,YELLOW TAIL JAMMY WHITE ROO,6x75CL,2,2,,,,,,,,,34.49,,,,,,,,,,,,,,,8.49,18.75,PLAIN,SINGLE
904280,A,3,3005,JULES CLAIRON NAPOLEAN BRANDY PM£18.49,1x70CL,47,7,,,,,,,,,12.99,6,76.99,,,,,,,,,,,,,18.49,15.69,PMP,VARIENT
904318,A,1,1004,HENRY WESTONS VINTAGE-8.2%,4x500ML,4,4,,,,,,,,,6.99,,,,,,,,,,,,,,,2.99,29.87,PLAIN,SINGLE
904319,A,1,1003,TENNENTS LAGER 4PK PMP£6.00-4%,6x500ML,2,2,,,,,,,,,25.49,,,,,,,,,,,,,,,6,15.03,PMP,SINGLE
904324,A,1,1004,THATCHERS BLOOD ORANGE 4 PACK PM£6.79,6x440ml,2,2,,,,,,,,,29.49,,,,,,,,,,,,,,,6.79,13.14,PMP,SINGLE
904348,A,1,1003,CARLSBERG DANISH PILSNER 4 PK £6.49,6x568ML,13,13,,,,,,,,,17.49,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,16.49,,,,,,6.49,46.1,PMP,SINGLE
904406,A,1,1005,JACK DANIELS COKE CHERRYPM£2.39,12x330ML,6,6,,,,,,,,,16.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,14.99,,,,,,2.39,28.91,PMP,SINGLE
904412,A,2,2002,OXFORD LANDING CABERNET SAUVIGNON,6x75CL,3,3,,,,,,,,,34.49,,,,,,,,,,,,,,,8.99,23.27,PLAIN,SINGLE
