item,VAT,hierarchy1,hierarchy2,description,pack_description,qty_in_stock,cases_in_stock,EAN1,EAN2,EAN3,Internal EAN 1,Internal EAN 2,Internal EAN 3,Internal EAN 4,Pack 1,Sell 1,Pack 2,Sell 2,Pack 3,Sell 3,promID ,promStart,promEnd,promSell Pack 1,promSell for Sell 1,promSell Pack 2,promSell for Sell 2,promSell Pack 3,promSell for Sell 3,Max. Order,RRP,POR %,PMP/Plain,Type
902277,A,4,4003,LUCOZADE ALERT ULTI ENERGY PMP £75P,24x250ML,2,2,,,,,,,,,8.69,,,,,,,,,,,,,,,0.75,42.07,PMP,SINGLE
902700,A,4,4003,LUCOZADE ENERGY BLUE £1.50,12x500ML,1,1,,,,,,,,,10.19,,,,,,,,,,,,,,,1.5,32.07,PMP,SINGLE
902701,A,4,4003,LUCOZADE SPORT BLUE £1.50,12x500ML,5,5,,,,,,,,,11.19,,,,,,,,,,,,,,,1.5,25.4,PMP,SINGLE
903351,A,4,4003,CELSIUS COSMIC VIBE PM£1.79,12x355ML,4,4,,,,,,,,,10.19,,,,,,,,,,,,,,,1.79,43.07,PMP,SINGLE
903354,A,4,4003,CELSIUS SUNSET VIBE PM£1.79,12x355ML,4,4,,,,,,,,,10.19,,,,,,,,,,,,,,,1.79,43.07,PMP,SINGLE
903467,A,4,4003,LUCOZADE ENERGY BLUE BURST PM£2,12x900ML,2,2,,,,,,,,,15.19,,,,,,,,,,,,,,,2,24.05,PMP,SINGLE
903695,A,4,4002,RIBENA VERY BERRY PM£1.35,12x500ML,1,1,,,,,,,,,10.19,,,,,,,,,,,,,,,1.35,24.52,PMP,SINGLE
903696,A,4,4002,RIBENA MANGO & LIME PMP£1.35,12x500ML,2,2,,,,,,,,,9.69,,,,,,,,,,,,,,,1.35,28.22,PMP,SINGLE
903697,A,4,4002,RIBENA PINEAPPLE & PASSION PM£1.35,12x500ML,4,4,,,,,,,,,9.69,,,,,,,,,,,,,,,1.35,28.22,PMP,SINGLE
903698,A,4,4002,RIBENA STRAWBERRY PMP£1.35,12x500ML,13,13,,,,,,,,,9.19,,,,,,,,,,,,,,,1.35,31.93,PMP,SINGLE
903699,A,4,4003,LUCOZADE SPORT ICE KICK JUDE PMP£1.50,12x500ML,8,8,,,,,,,,,11.59,,,,,,,,,,,,,,,1.5,22.73,PMP,SINGLE
903700,A,4,4002,RIBENA BLACKCURRANT SQUASH PM£1.69,6x600ML,22,22,,,,,,,,,8.19,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,6.39,,,,,,1.69,3.08,PMP,SINGLE
903907,A,4,4002,RIBENA BLACKCURRANT PM£1.35,12x500ML,83,83,,,,,,,,,9.19,,,,,,,,,,,,,,,1.35,31.93,PMP,SINGLE
903995,A,4,4002,RIBENA BLACKCURRANT £0.75P,24x250ML,33,33,,,,,,,,,9.19,,,,,,,,,,,,,,,0.75,38.73,PMP,SINGLE
904000,A,4,4001,LUCOZADE SPORT ORANGE PMP £2,12x750ML,6,6,,,,,,,,,15.19,,,,,,,,,,,,,,,2,24.05,PMP,SINGLE
904219,A,4,4002,RIBENA BLACKCURRANT PMP£1.49,12x1LTR,10,10,,,,,,,,,9.69,,,,,,,,,,,,,,,1.49,34.97,PMP,SINGLE
904327,A,4,4003,LUCOZADE ALERT BLUE PM£1,12x500ML,9,9,,,,,,,,,5.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,5.49,,,,,,1,40.1,PMP,SINGLE
904328,A,4,4003,LUCOZADE ALERT MANGO PEACHADE £1 PMP,12x500ML,2,2,,,,,,,,,5.99,,,,,,,,,,,,,,,1,40.1,PMP,SINGLE
904329,A,4,4003,LUCOZADE ALERT MANGO PEACHADE 75P,24x250ML,2,2,,,,,,,,,8.69,,,,,,,,,,,,,,,0.75,42.07,PLAIN,SINGLE
904545,A,4,4002,RIBENA STRAWBERRY PMP£0.75,24x250ML,17,17,,,,,,,,,10.99,,,,,,,,,,,,,,,0.75,26.73,PMP,SINGLE
904589,A,4,4003,LUCOZADE ENERGY APPLE PM £2.00,12x900ML,2,2,,,,,,,,,15.19,,,,,,,,,,,,,,,2,24.05,PMP,SINGLE
904636,A,4,4003,LUCOZADE SPORT ORANGE 6PK £4,6x500ML,1,1,,,,,,,,,16.19,,,,,,,,,,,,,,,4,19.05,PMP,SINGLE
904637,A,4,4003,LUCOZADE SPORT RASPBERRY 6PK £4,6x500ML,2,2,,,,,,,,,15.69,,,,,,,,,,,,,,,4,21.55,PMP,SINGLE
904771,A,4,4003,LUCOZADE ALERT ORIGINAL CAN PMP£1.00,12x500ML,3,3,,,,,,,,,6.19,,,,,,,,,,,,,,,1,38.1,PMP,SINGLE
84020,A,4,4003,LUCOZADE ENERGY ORANGE PMP£1.50,24x500ML,8,8,,,,,,,,,19.19,,,,,,,,,,,,,,,1.5,36.03,PMP,SINGLE
94024,A,4,4003,LUCOZADE SPORT RASPBERRY PM£1.50,12x500ML,18,18,,,,,,,,,11.19,,,,,,,,,,,,,,,1.5,25.4,PMP,SINGLE
183500,A,4,4003,LUCOZADE SPORT ORANGE PM£1.50,12x500ML,20,20,,,,,,,,,11.19,,,,,,,,,,,,,,,1.5,25.4,PMP,SINGLE
183501,A,4,4003,LUCOZADE SPORT CARABBEAN BURST PM£1.50,12x500ML,1,1,,,,,,,,,11.19,,,,,,,,,,,,,,,1.39,19.5,PMP,SINGLE
112317,A,4,4003,LUCOZADE ORANGE CAN £89P,24x250ML,2,2,,,,,,,,,10.19,,,,,,,,,,,,,,,0.75,32.07,PMP,SINGLE
14378,A,4,4003,LUCOZADE ALERT CHERRY PMP£1.00,12x500ML,10,10,,,,,,,,,6.09,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,5.49,,,,,,1,39.1,PMP,SINGLE
14379,A,4,4003,LUCOZADE ALERT TROPICAL BURST PMP£1.00,12x500ML,5,5,,,,,,,,,6.39,,,,,,,,,,,,,,,1,36.1,PMP,SINGLE
900648,A,4,4003,LUCOZADE ENERGY ZERO PINK LEMONADE PM£1.50,12x500ML,3,3,,,,,,,,,10.19,,,,,,,,,,,,,,,1.5,32.07,PMP,SINGLE
900649,A,4,4003,LUCOZADE SPORT FRUIT PUNCH PM £1.50,12x500ML,4,4,,,,,,,,,11.19,,,,,,,,,,,,,,,1.5,25.4,PMP,SINGLE
184200,A,4,4002,RIBENA BLACKCURRANT LIGHT PM£1.35,12x500ML,18,18,,,,,,,,,9.19,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,7.39,,,,,,1.35,31.93,PMP,SINGLE
902475,A,15,15004,N.HYGINE BLUE ROLL H.DUTY LUXRUY,1x150MTR,7,7,,,,,,,,,7.89,,,,,,,,,,,,,,,11.49,17.6,PLAIN,SINGLE
902480,A,15,15004,N.BAGS CARRIER S/BOTTLE 20MU,1x13X18,1,1,,,,,,,,,13.69,,,,,,,,,,,,,,,21.05,21.96,PLAIN,SINGLE
902482,A,15,15004,N.BAGS CARRIER L/WHITE1000,1x10x12,2,2,,,,,,,,,21.69,,,,,,,,,,,,,,,30.49,14.63,PLAIN,SINGLE
22993,A,10,10003,WRIGLEY EXTRA ICE PEPPERMINT SUGARFREE,30x10PCE,14,14,,,,,,,,,12.19,,,,,,,,,,,,,,,0.55,11.35,PLAIN,SINGLE
22996,A,10,10003,WRIGLEYS EXTRA WHITE BUBBLEMINT,30x10PCE,5,5,,,,,,,,,12.19,,,,,,,,,,,,,,,0.59,17.36,PLAIN,SINGLE
22998,A,10,10003,WRIGLEYS EXTRA ICE SPEARMINT,30x10PCE,8,8,,,,,,,,,12.49,,,,,,,,,,,,,,,0.59,15.32,PLAIN,SINGLE
41023,A,10,10003,EXTRA REFRESHERS PEPPERMINT,16x7PCS,8,8,,,,,,,,,6.89,,,,,,,,,,,,,,,0.65,20.5,PLAIN,SINGLE
58011,A,10,10003,WRIGLEYS EXTRA APPLE S/FREE,30x10PCE,20,20,,,,,,,,,12.19,,,,,,,,,,,,,,,0.59,17.36,PLAIN,SINGLE
58156,A,10,10003,WRIGLEYS EXTRA COOL BREEZE S/FREE,30x10PCE,7,7,,,,,,,,,12.19,,,,,,,,,,,,,,,0.59,17.36,PLAIN,SINGLE
58441,A,10,10003,WRIGLEYS EXTRA STRAWBERRY S/FREE,30x10PCE,8,8,,,,,,,,,11.19,,,,,,,,,,,,,,,0.59,24.14,PLAIN,SINGLE
87502,A,10,10003,WRIGLEYS AIRWAVES CHERRY MENTHOL,30x10PCE,12,12,,,,,,,,,11.19,,,,,,,,,,,,,,,0.59,24.14,PLAIN,SINGLE
91162,A,10,10003,WRIGLEYS EXTRA SPEARMINT SUGAR FREE,30x10 PCE,9,9,,,,,,,,,11.19,,,,,,,,,,,,,,,0.59,24.14,PLAIN,SINGLE
97155,A,10,10001,TWIX WHITE XTRA TWIN BAR,24x75G,22,22,,,,,,,,,21.19,,,,,,,,,,,,,,,1.29,17.87,PLAIN,SINGLE
112359,A,10,10003,HUBBA BUBBA ORIGINAL,20x5PCE,5,0,,,,,,,,,9.99,,,,,,,,,,,,,,,0.99,39.45,PLAIN,SINGLE
120856,A,10,10003,WRIGLEYS AIRWAVES S/FREE BLACKCURNT,30x10 PCE,27,27,,,,,,,,,11.19,,,,,,,,,,,,,,,0.59,24.14,PLAIN,SINGLE
120899,A,10,10003,WRIGLEYS AIRWAVES MENTHOL&EUCAL,30x10PCE,3,3,,,,,,,,,11.19,,,,,,,,,,,,,,,0.59,24.14,PLAIN,SINGLE
147711,A,10,10003,WRIGLEYS EXTRA WHITE BOTTLE,6x46PCE,1,0,,,,,,,,,8.75,,,,,,,,,,,,,,,2.25,22.22,PLAIN,SINGLE
147712,A,10,10003,WRIGLEYS EXTRA ICE PEPPERMINT,6x46PCE,10,0,,,,,,,,,7.79,,,,,,,,,,,,,,,1.99,21.71,PLAIN,SINGLE
147821,A,10,10003,WRIGLEY AIRWAVES MENTHOL BOTTLE PM £2.50,6x46 PCE,7,7,,,,,,,,,9.99,,,,,,,,,,,,,,,2.5,20.08,PMP,SINGLE
235998,A,10,10003,HUBBA BUBBA STRAWBERRY,20x5PCE,5,5,,,,,,,,,9.99,,,,,,,,,,,,,,,0.99,39.45,PLAIN,SINGLE
902170,A,10,10003,HUBBA BUBBA STRAWBERRY TAPE,12x56G,4,4,,,,,,,,,10.89,,,,,,,,,,,,,,,1.5,27.4,PLAIN,SINGLE
902639,A,10,10005,MARS M&MS CRISPY,24x36G,4,4,,,,,,,,,15.49,,,,,,,,,,,,,,,0.95,18.47,PLAIN,SINGLE
902641,A,10,10005,MARS M&MS PEANUT BAR,24x45G,4,4,,,,,,,,,16.59,,,,,,,,,,,,,,,0.95,12.68,PLAIN,SINGLE
902696,A,10,10003,EXTRA PEPPERMINT BOTTLE PMP £2.50,6x24 G,15,15,,,,,,,,,9.99,,,,,,,,,,,,,,,2.5,20.08,PMP,SINGLE
902697,A,10,10003,EXTRA SPEARMINT PMP £2.50,6x46PCE,1,0,,,,,,,,,8.59,,,,,,,,,,,,,,,2.5,31.28,PMP,SINGLE
902795,A,10,10001,SNICKERS STANDARD SINGLE BAR,48x47G,7,7,,,,,,,,,28.19,,,,,,,,,,,,,,,0.89,20.81,PLAIN,SINGLE
903104,A,10,10003,WRIGLEY EXTRA BUBBLEMINT SF GUM £2.50,6x46PCE,11,11,,,,,,,,,9.19,,,,,,,,,,,,,,,2.5,26.48,PMP,SINGLE
903120,A,10,10005,***M&M SALTED CARAMEL BAG,24x36G,1,1,,,,,,,,,15.49,,,,,,,,,,,,,,,0.99,21.77,PLAIN,SINGLE
903182,A,10,10003,WRIGLEY EXTRA WATERMELON,30x10PCE,4,4,,,,,,,,,10.69,,,,,,,,,,,,,,,0.85,49.69,PLAIN,SINGLE
903310,A,10,10001,GALAXY MINT PMP£1.50,24x1,6,6,,,,,,,,,23.19,,,,,,,,,,,,,,,1.5,22.7,PMP,SINGLE
903368,A,10,10001,***CADBURY DAIRYMILK CARAMEL BAR PM £1.69,16x120G,3,3,,,,,,,,,17.19,,,,,,,,,,,,,,,1.69,23.71,PMP,SINGLE
903430,A,10,10003,WRIGLEY EXTRA MINT SUGARFREE ROLL,24x16 PC,2,2,,,,,,,,,7.89,,,,,,,,,,,,,,,0.49,19.49,PLAIN,SINGLE
903479,A,10,10003,WRIGLEYS AIRWAVES BLACKMINT,30x1,5,5,,,,,,,,,11.09,,,,,,,,,,,,,,,0.85,47.81,PLAIN,SINGLE
903485,A,10,10005,STARBURST MINIS PM £1.25,12x125G,2,2,,,,,,,,,10.19,,,,,,,,,,,,,,,1.25,18.48,PMP,SINGLE
903494,A,10,10003,WRIGLEY EXTRA STRWBERRY BOTTLE PM £2.50,6x46 PCE,12,12,,,,,,,,,9.19,,,,,,,,,,,,,,,2.5,26.48,PMP,SINGLE
903583,A,11,11002,MALTEASERS CAKE BAR,12x5PK,3,3,,,,,,,,,2.19,,,,,,,,,,,,,,,0.29,24.48,PLAIN,SINGLE
903628,A,10,10001,***GALAXY COUNTERS £1.50 PMP,20x78G,1,1,,,,,,,,,20.19,,,,,,,,,,,,,,,1.5,19.24,PMP,SINGLE
903692,A,10,10001,***GALAXY SMOOTH MILK/CHOC/BLOCK/SHAR/BAR £2.50,20x180G,1,1,,,,,,,,,32.99,,,,,,,,,,,,,,,2.5,20.82,PMP,SINGLE
903702,A,10,10001,SNICKERS CRISP FRUIT & NUT,18x40G,1,1,,,,,,,,,11.99,,,,,,,,,,,,,,,0.99,19.26,PLAIN,SINGLE
903703,A,10,10001,BOUNTY FRUIT & NUT,18x40G,7,7,,,,,,,,,13.49,,,,,,,,,,,,,,,1.19,24.43,PLAIN,SINGLE
904006,A,10,10001,MALTESERS TRUFFLE MEDIUM GIFT BOX,6x200G,1,1,,,,,,,,,7.39,,,,,,,,,,,,,,,8.49,82.59,PLAIN,SINGLE
904008,A,10,10001,SKITTLES SOURS PMP£1.00,14x109G,9,9,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904009,A,10,10001,SKITTLES FRUITS PM £1,14x109G,9,9,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904010,A,10,10001,SKITTLES WILD BERRY PM £1,14x109G,10,10,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904011,A,10,10001,SKITTLES TROPICAL PM £1,14x109G,7,7,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904012,A,10,10001,SKITTLES GIANT PM £1,14x116G,4,4,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904013,A,10,10001,SKITTLES GIANTS GOOEY PM £1,14x109G,2,2,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904014,A,10,10001,SKITTLES DESSERTS PM £1.00,12x125G,12,12,,,,,,,,,8.19,,,,,,,,,,,,,,,1,18.1,PMP,SINGLE
904015,A,10,10001,SKITTLES CITRUS PM £1,14x109G,5,5,,,,,,,,,8.99,,,,,,,,,,,,,,,1,22.94,PMP,SINGLE
904016,A,10,10001,EXTRA REFRESHERS BUBBLEMINT 16 PKT,16x7PK,13,13,,,,,,,,,6.49,,,,,,,,,,,,,,,0.75,35.1,PLAIN,SINGLE
904222,A,10,10001,SNICKERS PROTEIN,18x47G,1,1,,,,,,,,,27.19,,,,,,,,,,,,,,,2.19,17.23,PLAIN,SINGLE
904931,A,10,10001,TWIX SNACK SIZE 3 PACK PMP £1.89,24x1,3,3,,,,,,,,,32.09,,,,,,,,,,,,,,,1.89,15.11,PMP,SINGLE
904933,A,10,10001,SNICKERS 3 PACK PMP £1.89,22x41.7G,3,3,,,,,,,,,30.69,,,,,,,,,,,,,,,1.89,11.43,PMP,SINGLE
904934,A,10,10001,GALAXY SMOOTH CARAMEL PMP £1.69,24x135G,5,5,,,,,,,,,29.29,,,,,,,,,,,,,,,1.69,13.34,PMP,SINGLE
905043,A,10,10001,M&MS PEANUT TREAT BAG PMP £1.69,16x82G,3,3,,,,,,,,,19.79,,,,,,,,,,,,,,,1.69,12.17,PMP,SINGLE
905044,A,10,10001,M&Ms CHOCLATE TREATBAG PMP £1.69,16x82G,3,3,,,,,,,,,18.09,,,,,,,,,,,,,,,1.69,19.72,PMP,SINGLE
905045,A,10,10001,M&Ms CRISPY TREAT BAG PMP £1.69,16x82G,2,2,,,,,,,,,18.09,,,,,,,,,,,,,,,1.69,19.72,PMP,SINGLE
905504,A,10,10001,GALAXY MILK BLOCK PMP £1.69,24x100G,2,2,,,,,,,,,24.79,,,,,,,,,,,,,,,1.69,26.66,PMP,SINGLE
905538,A,10,10001,MARS 3PACK PMP £1.89,22x39.4G,3,3,,,,,,,,,27.59,,,,,,,,,,,,,,,1.89,20.38,PMP,SINGLE
905539,A,10,10005,SKITTLES FRUIT SQUISHY CLOUDZ PMP £1,14x70G,2,2,,,,,,,,,8.49,,,,,,,,,,,,,,,1,27.23,PMP,SINGLE
905540,A,10,10005,STARBURST FAVE REDS POUCH PMP £1,12x127G,4,4,,,,,,,,,7.99,,,,,,,,,,,,,,,1,20.1,PMP,SINGLE
905541,A,10,10005,M&M'S TREAT MINIS PMP £1.69,16x70GM,1,1,,,,,,,,,20.99,,,,,,,,,,,,,,,1.99,20.89,PMP,SINGLE
905546,A,10,10005,MALTESERS WHITE TREAT BAGS £1.69,18x54GM,1,1,,,,,,,,,20.29,,,,,,,,,,,,,,,1.69,19.96,PMP,SINGLE
905548,A,10,10001,GALAXY SMOOTH MILK/CHOC/BLOCK/SHAR/BAR £2.65,20x180G,3,3,,,,,,,,,33.99,,,,,,,,,,,,,,,2.39,14.67,PMP,SINGLE
905568,A,10,10005,SKITTLES FRUIT CHEWIES TREAT BAG PM £1,12x125GRM,2,2,,,,,,,,,6.69,,,,,,,,,,,,,,,0.79,15.32,PMP,SINGLE
905620,A,10,10001,CADBURY DAIRYMILK CARAMEL BAR PMP £1.95,16x120G,3,3,,,,,,,,,18.99,,,,,,,,,,,,,,,1.95,26.96,PMP,SINGLE
905627,A,10,10001,GALAXY COUNTERS PMP£1.69,20x78G,2,2,,,,,,,,,23.39,,,,,,,,,,,,,,,1.69,16.96,PMP,SINGLE
89709,A,10,10001,BOUNTY MILK DOUBLE PMP£0.75,24x57G,22,22,,,,,,,,,11.49,,,,,,,,,,,,,,,0.75,23.4,PMP,SINGLE
89708,A,10,10001,GALAXY RIPPLE PMP£0.75,36x30G,2,2,,,,,,,,,16.69,,,,,,,,,,,,,,,0.75,25.82,PMP,SINGLE
89707,A,10,10001,GALAXY MILK STARDARD BAR,24x42GMS,3,3,,,,,,,,,17.19,,,,,,,,,,,,,,,1.19,27.77,PLAIN,SINGLE
900202,A,10,10003,WRIGLEYS EXTRA REFRESHER'S SF BUBBLEMINT BOT,6x30'S,7,7,,,,,,,,,8.19,,,,,,,,,,,,,,,2.25,27.2,PLAIN,SINGLE
900164,A,10,10001,MILKY WAY CHOCOLATE BAR 21.5G,56x21.5G,5,5,,,,,,,,,15.19,,,,,,,,,,,,,,,0.35,7,PLAIN,SINGLE
89300,A,10,10001,MARS BAR STANDARD PMP£0.75,48x51GRM,1,1,,,,,,,,,22.89,,,,,,,,,,,,,,,0.75,23.7,PMP,SINGLE
900201,A,10,10003,WRIGLEY'S EXTRA REFRESHER'S TROPICA,16x7'S,16,16,,,,,,,,,6.59,,,,,,,,,,,,,,,0.65,23.96,PLAIN,SINGLE
36157,A,10,10001,MARS DUO,32x78.8G,14,14,,,,,,,,,27.19,,,,,,,,,,,,,,,1.29,20.96,PLAIN,SINGLE
189203,A,10,10001,MILKY WAY TWIN PMP£0.75,28x43GRM,5,5,,,,,,,,,13.19,,,,,,,,,,,,,,,0.75,24.63,PMP,SINGLE
89141,A,10,10001,SNICKERS STANDARD BAR PM£0.75,48x48GRM,8,8,,,,,,,,,21.79,,,,,,,,,,,,,,,0.75,27.37,PMP,SINGLE
46382,A,10,10001,SNICKERS CREAMY PEANUT BUTTER,24x36.5G,1,1,,,,,,,,,15.69,,,,,,,,,,,,,,,1.19,34.08,PLAIN,SINGLE
148710,A,10,10001,TWIX XTRA BARS,24x75GRM,16,16,,,,,,,,,21.79,,,,,,,,,,,,,,,1.49,26.88,PLAIN,SINGLE
132988,A,10,10005,SKITTLES FRUIT PMP£0.65,36x45GRM,4,4,,,,,,,,,15.19,,,,,,,,,,,,,,,0.6,15.61,PMP,SINGLE
132999,A,10,10005,SKITTLES CRAZY SOURS PMP£0.65,36x45GRM,3,3,,,,,,,,,14.79,,,,,,,,,,,,,,,0.65,24.15,PMP,SINGLE
144791,A,10,10004,LOCKETS EXTRA STRONG,20x43GRM,4,4,,,,,,,,,8.39,,,,,,,,,,,,,,,0.58,13.21,PLAIN,SINGLE
144835,A,10,10004,LOCKETS HONEY&LEMON,20x43GRM,4,4,,,,,,,,,8.39,,,,,,,,,,,,,,,0.58,13.21,PLAIN,SINGLE
132977,A,10,10005,STARBURST ORIGINAL FRUIT STICK PMP£0.65,24x45GRM,2,2,,,,,,,,,10.19,,,,,,,,,,,,,,,0.6,15.08,PMP,SINGLE
136680,A,10,10005,STARBURST MINIS BAG,24x45GRM,3,3,,,,,,,,,9.39,,,,,,,,,,,,,,,0.79,40.57,PLAIN,SINGLE
900472,A,10,10004,HALLS SOOTHERS BLACKCURRANT,20x45G,5,5,,,,,,,,,10.89,,,,,,,,,,,,,,,0.89,26.58,PLAIN,SINGLE
900469,A,10,10004,HALLS SOOTHERS STRAWBERRY,20x45G,12,12,,,,,,,,,10.09,,,,,,,,,,,,,,,0.89,31.98,PLAIN,SINGLE
904655,A,3,3002,FAMOUS GROUSE WHISKY PM£18.99,1x70CL,63,10,,,,,,,,,12.69,6,75.49,,,,,,,,,,,,,18.99,19.81,PMP,VARIENT
904728,A,3,3002,FAMOUS GROUSE WHISKY PM£11.29,1x35CL,135,5,,,,,,,,,7.89,4,31.29,24,187.49,,,,,,,,,,,11.29,16.14,PMP,VARIENT
904797,A,3,3002,FAMOUS GROUSE WHISKY PMP £6.79,1x20CL,13,0,,,,,,,,,4.65,4,18.39,48,219.99,,,,,,,,,,,6.79,17.82,PMP,VARIENT
1249,A,3,3006,SAUZA SILVER TEQUILA 70CL,1x70CL,30,5,,,,,,,,,17.99,6,106.99,,,,,,,,,,,,,26.99,20.01,PLAIN,VARIENT
163567,A,3,3002,FAMOUS GROUSE WHISKY,1x1.5LTR,3,0,,,,,,,,,27.59,6,165.49,,,,,,,,,,,,,40.99,19.23,PLAIN,VARIENT
160542,A,3,3002,FAMOUS GROUSE WHISKY,1x1LTR,10,1,,,,,,,,,17.79,6,106.69,,,,,,,,,,,,,26.99,20.9,PLAIN,VARIENT
189493,A,3,3002,FAMOUS GROUSE WHISKY,12x5CL,46,4,,,,,,,,,15.99,10,158.79,,,,,,,,,,,,,1.99,19.65,PLAIN,VARIENT
176605,A,3,3006,AFTER SHOCK RED,1x70CL,12,2,,,,,,,,,15.99,6,95.79,,,,,,,,,,,,,24.99,23.22,PLAIN,VARIENT
176816,A,3,3006,AFTER SHOCK BLUE,1x70CL,12,2,,,,,,,,,15.99,6,95.79,,,,,,,,,,,,,23.99,20.02,PLAIN,VARIENT
176818,A,3,3006,SOURZ SOUR APPLE,1x70CL,15,2,,,,,,,,,6.79,6,39.99,,,,,,,,,,,,,10.99,25.86,PLAIN,VARIENT
176819,A,3,3006,SOURZ CHERRY,1x70CL,6,1,,,,,,,,,6.79,6,39.99,,,,,,,,,,,,,10.99,25.86,PLAIN,VARIENT
176824,A,3,3006,SOURZ STRAWBERRY,1x70CL,7,1,,,,,,,,,7.49,6,43.99,,,,,,,,,,,,,10.99,18.22,PLAIN,VARIENT
186823,A,3,3006,SOURZ RASPBERRY,1x70CL,22,3,,,,,,,,,6.79,6,39.99,,,,,,,,,,,,,10.99,25.86,PLAIN,VARIENT
67276,A,3,3002,LAPHROIG MALT WHISKY 10YEAR OLD,1x70CL,6,1,,,,,,,,,29.99,6,179.89,,,,,,,,,,,,,45.99,21.75,PLAIN,VARIENT
19551,A,3,3005,COURVOISIER COGNAC VS,12x5CL,8,0,,,,,,,,,28.49,12,341.49,,,,,,,,,,,,,3.99,28.6,PLAIN,VARIENT
83033,A,3,3002,TEACHERS WHISKY MINATURE HIGHLAND CREAM,12x5CL,20,1,,,,,,,,,15.99,,,,,,,,,,,,,,,2.19,26.99,PLAIN,SINGLE
145512,A,3,3002,JIM BEAM BOURBON HONEY,1x70CL,17,2,,,,,,,,,15.19,6,90.99,,,,,,,,,,,,,20.99,13.16,PLAIN,VARIENT
148564,A,3,3002,JIM BEAM APPLE BOURBON,1x70CL,29,4,,,,,,,,,15.19,6,90.99,,,,,,,,,,,,,23.99,24.02,PLAIN,VARIENT
148756,A,3,3002,JIM BEAM RED STAG,1x70CL,39,6,,,,,,,,,15.19,6,90.99,,,,,,,,,,,,,20.99,13.16,PLAIN,VARIENT
149519,A,3,3006,MAKERS MARK BOURBON,1x70CL,19,3,,,,,,,,,21.59,6,129.49,,,,,,,,,,,,,32.99,21.47,PLAIN,VARIENT
25000,A,3,3003,STOLICHNAYA VODKA APPLIK FLAVOUR,1x70CL,24,4,,,,,,,,,13.29,6,79.69,,,,,,,,,,,,,19.99,20.22,PLAIN,VARIENT
25123,A,3,3003,STOLICHNAYA VODKA CHOCOLATE RAZBERI,1x70CL,6,1,,,,,,,,,13.29,6,79.69,,,,,,,,,,,,,19.99,20.22,PLAIN,VARIENT
25649,A,3,3003,STOLICHNAYA VODKA RED,1x70CL,18,3,,,,,,,,,14.49,6,86.89,,,,,,,,,,,,,19.99,13.02,PLAIN,VARIENT
25651,A,3,3003,STOLICHNAYA VODKA VANILLA FLAVOUR,1x70CL,24,4,,,,,,,,,13.29,6,79.69,,,,,,,,,,,,,19.99,20.22,PLAIN,VARIENT
25652,A,3,3003,STOLICHNAYA VODKA RAZBERI FLAVOUR,1x70CL,18,3,,,,,,,,,13.29,6,79.69,,,,,,,,,,,,,19.99,20.22,PLAIN,VARIENT
20881,A,3,3005,COURVOISIER COGNAC VS 40%DST,1x70CL,108,18,,,,,,,,,20.49,6,119.99,,,,,,,,,,,,,29.99,18.01,PLAIN,VARIENT
20898,A,3,3005,COURVOISIER COGNAC VS,1x35CL,112,9,,,,,,,,,11.59,4,45.99,12,137.79,,,,,,,,,,,17.99,22.69,PLAIN,VARIENT
148438,A,3,3005,COURVOISIER COGNAC VS,1x20CL,657,27,,,,,,,,,8.59,4,32.99,24,197.89,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,,,30.99,,,,12.99,20.65,PLAIN,VARIENT
83428,A,3,3001,ROKU GIN,1x70CL,5,0,,,,,,,,,23.29,6,139.69,,,,,,,,,,,,,35.99,22.35,PLAIN,VARIENT
25553,A,3,3002,CANADIAN CLUB WHISKY,1x70CL,15,2,,,,,,,,,15.59,6,93.49,,,,,,,,,,,,,24.99,25.14,PLAIN,VARIENT
180399,A,3,3002,HIGHLAND PARK MALT 12 YO 40% DST,1x70CL,23,3,,,,,,,,,23.59,6,140.99,,,,,,,,,,,,,33.94,16.59,PLAIN,VARIENT
902779,A,13,13001,WHISKAS 1+CAT POULTRY FEAST IN JELLY,4x85G,2,2,,,,,,,,,12.99,,,,,WEEK 51 PROMOTION,15/12/2025,21/12/2025,,11.79,,,,,,5.49,29.02,PLAIN,SINGLE
902855,A,13,13002,CESRA CLASSIC DOG TRAY CHICKEN & TURKEY IN LOAF,14x150G,7,7,,,,,,,,,11.79,,,,,,,,,,,,,,,1.29,21.66,PLAIN,SINGLE
902856,A,13,13002,PRDIGREE DENTASTIX MEDIUM DOG,14x4STK,6,6,,,,,,,,,15.69,,,,,,,,,,,,,,,1.99,32.42,PLAIN,SINGLE
